           km_, km_get_item,    km_cost, km_base_item,   km_daiji, km_material_1, km_material_1_num, km_material_1_key, km_material_2, km_material_2_num, km_material_2_key, km_material_3, km_material_3_num, km_material_3_key, km_material_4, km_material_4_num, km_material_4_key, 
1614 : staff_x_WXF010_acid_07,    8323973,     262200,    8323969,        289,    9044261,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1615 : staff_x_WXF010_poison_07,    8323974,     276000,    8323969,        289,    9044259,          8,          0,    9044270,          8,          0,    9044551,          6,          0,         -1,          0,          0, 
1616 : shield_m_WMG030_defense_01,    8324147,     220800,    8324141,        289,    9044275,          5,          0,    9044403,          6,          0,    9044598,          6,          0,         -1,          0,          0, 
1617 : shield_m_WMG030_reflect_01,    8324148,     220800,    8324141,        289,    9044275,          5,          0,    9044344,          6,          0,    9044598,          6,          0,         -1,          0,          0, 
1618 : shield_m_WMG030_defense_02,    8324147,     220800,    8324148,        289,    9044275,          5,          0,    9044403,          6,          0,    9044598,          6,          0,         -1,          0,          0, 
1619 : shield_m_WMG030_reflect_02,    8324148,     220800,    8324147,        289,    9044275,          5,          0,    9044344,          6,          0,    9044598,          6,          0,         -1,          0,          0, 
1620 : shield_x_WXG020_quality_01,    8324207,     154560,    8324209,        289,    9044248,          8,          0,    9044323,          8,          0,    9044511,          8,          0,         -1,          0,          0, 
1621 : shield_x_WXG020_quality_02,    8324207,     154560,    8324210,        289,    9044248,          8,          0,    9044323,          8,          0,    9044511,          8,          0,         -1,          0,          0, 
1622 : shield_x_WXG020_quality_03,    8324207,     154560,    8324211,        289,    9044248,          8,          0,    9044323,          8,          0,    9044511,          8,          0,         -1,          0,          0, 
1623 : shield_x_WXG020_quality_04,    8324207,     154560,    8324212,        289,    9044248,          8,          0,    9044323,          8,          0,    9044511,          8,          0,         -1,          0,          0, 
1624 : shield_x_WXG020_quality_05,    8324207,     154560,    8324213,        289,    9044248,          8,          0,    9044323,          8,          0,    9044511,          8,          0,         -1,          0,          0, 
1625 : Gremory_3_01,    8323993,     331200,    8323992,        289,    9044275,          5,          0,    9044570,          6,          0,    9044540,          6,          0,         -1,          0,          0, 
1626 : Gremory_3_02,    8323993,     331200,    8323991,        289,    9044275,          5,          0,    9044570,          6,          0,    9044540,          6,          0,         -1,          0,          0, 
1627 : Oriax_3_01,    8324049,     380880,    8324048,        289,    9044275,          5,          0,    9044697,          6,          0,    9044570,          6,          0,         -1,          0,          0, 
1628 : Oriax_3_02,    8324049,     380880,    8324047,        289,    9044275,          5,          0,    9044697,          6,          0,    9044570,          6,          0,         -1,          0,          0, 
1629 :  Buer_3_01,    8324085,     396000,    8324084,        289,    9044275,          5,          0,    9044598,          6,          0,    9044697,          6,          0,         -1,          0,          0, 
1630 :  Buer_3_02,    8324085,     396000,    8324083,        289,    9044275,          5,          0,    9044598,          6,          0,    9044697,          6,          0,         -1,          0,          0, 
1631 :  Buer_3_03,    8324085,     396000,    8324077,        289,    9044275,          5,          0,    9044598,          6,          0,    9044697,          6,          0,         -1,          0,          0, 
1632 : remnant_sword__WLA060_koorinoken____kai,    8323086,     400000,    8323077,        289,    9044275,          5,          0,    9044697,          6,          0,    9044313,          2,          0,         -1,          0,          0, 
1633 : remnant_katana_WMB040_gekabijin_____shin,    8323091,     400000,    8323090,        289,    9044275,          5,          0,    9044570,          6,          0,    9044313,          2,          0,         -1,          0,          0, 
1634 : remnant_axe____WXC030_bilqis________kai,    8323092,     400000,    8323080,        289,    9044275,          5,          0,    9044598,          6,          0,    9044313,          2,          0,         -1,          0,          0, 
1635 : remnant_hammer_WMD040_daidaros______shin,    8323095,     400000,    8323094,        289,    9044275,          5,          0,    9044540,          6,          0,    9044313,          2,          0,         -1,          0,          0, 
1636 : remnant_lance__WME040_schiavona_____shin,    8323085,     400000,    8323084,        289,    9044275,          5,          0,    9044551,          6,          0,    9044313,          2,          0,         -1,          0,          0, 
1637 : remnant_lance__WLE050_maristosk_____shin,    8323097,     400000,    8323096,        289,    9044275,          5,          0,    9044697,          6,          0,    9044313,          2,          0,         -1,          0,          0, 
1638 : remnant_staff__WSF040_ribathi_staff_shin,    8323099,     400000,    8323098,        289,    9044275,          5,          0,    9044570,          6,          0,    9044313,          2,          0,         -1,          0,          0, 
1639 : sword_m_WMA050_damascus_01,    8323204,     312000,    8323201,         -1,    9044250,          8,          0,    9044665,          6,          0,    9044697,          8,          0,         -1,          0,          0, 
1640 : sword_m_WMA050_damascus_02,    8323204,     312000,    8323202,         -1,    9044250,          8,          0,    9044665,          6,          0,    9044697,          8,          0,         -1,          0,          0, 
1641 : sword_m_WMA050_damascus_03,    8323204,     312000,    8323203,         -1,    9044250,          8,          0,    9044665,          6,          0,    9044697,          8,          0,         -1,          0,          0, 
1642 : sword_l_WLA030_damascus_01,    8323264,     287040,    8323261,         -1,    9044250,          8,          0,    9044665,          6,          0,    9044570,          8,          0,         -1,          0,          0, 
1643 : sword_l_WLA030_damascus_02,    8323264,     287040,    8323262,         -1,    9044250,          8,          0,    9044665,          6,          0,    9044570,          8,          0,         -1,          0,          0, 
